OS                           : Linux-4.18.0-425.3.1.el8.x86_64-x86_64-with-glibc2.28
Python Version               : 3.9.12
CuPy Version                 : 10.6.0
CuPy Platform                : NVIDIA CUDA
NumPy Version                : 1.21.5
SciPy Version                : 1.7.3
Cython Build Version         : 0.29.24
Cython Runtime Version       : None
CUDA Root                    : /usr/local/cuda
nvcc PATH                    : /usr/local/cuda/bin/nvcc
CUDA Build Version           : 11020
CUDA Driver Version          : 11080
CUDA Runtime Version         : 11040
cuBLAS Version               : (available)
cuFFT Version                : 10502
cuRAND Version               : 10205
cuSOLVER Version             : (11, 2, 0)
cuSPARSE Version             : (available)
NVRTC Version                : (11, 4)
Thrust Version               : 101000
CUB Build Version            : 101000
Jitify Build Version         : 4a37de0
cuDNN Build Version          : (not loaded; try `import cupy.cuda.cudnn` first)
cuDNN Version                : (not loaded; try `import cupy.cuda.cudnn` first)
NCCL Build Version           : None
NCCL Runtime Version         : None
cuTENSOR Version             : None
cuSPARSELt Build Version     : None
Device 0 Name                : NVIDIA A100 80GB PCIe
Device 0 Compute Capability  : 80
Device 0 PCI Bus ID          : 0000:E3:00.0
None
Sizes of ptrain and pdot:
[(40000, 46, 46), (40000, 46, 46)]
len(theta) = 4477456
len(jac) = 84640000
 
LSMR            Least-squares solution of  Ax = b

The matrix A has 169280000 rows and 4477456 columns
damp = 0.00000000000000e+00

atol = 1.00e-08                 conlim = 1.00e+08

btol = 1.00e-08             maxiter =   100000

 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  8870 -5.51652e-02  7.362e-02  4.352e-03   3.5e-05  2.5e-06  2.4e+04  7.8e+01
  8880 -5.54449e-02  7.334e-02  4.340e-03   3.5e-05  2.5e-06  2.4e+04  7.0e+01
  8890 -5.57194e-02  7.307e-02  4.328e-03   3.5e-05  2.5e-06  2.4e+04  6.4e+01
  8900 -5.60009e-02  7.279e-02  4.316e-03   3.5e-05  2.5e-06  2.4e+04  8.5e+01
  8910 -5.62949e-02  7.249e-02  4.303e-03   3.5e-05  2.5e-06  2.4e+04  8.3e+01
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  8920 -5.65895e-02  7.220e-02  4.290e-03   3.4e-05  2.5e-06  2.4e+04  6.3e+01
  8930 -5.68790e-02  7.191e-02  4.278e-03   3.4e-05  2.5e-06  2.4e+04  6.5e+01
  8940 -5.71834e-02  7.161e-02  4.265e-03   3.4e-05  2.5e-06  2.4e+04  8.5e+01
  8950 -5.75003e-02  7.129e-02  4.251e-03   3.4e-05  2.5e-06  2.4e+04  6.1e+01
  8960 -5.78140e-02  7.098e-02  4.237e-03   3.4e-05  2.5e-06  2.4e+04  5.9e+01
  8970 -5.81354e-02  7.066e-02  4.223e-03   3.4e-05  2.5e-06  2.4e+04  7.3e+01
  8980 -5.84565e-02  7.035e-02  4.209e-03   3.4e-05  2.5e-06  2.4e+04  8.9e+01
  8990 -5.88085e-02  7.000e-02  4.194e-03   3.3e-05  2.5e-06  2.4e+04  5.9e+01
  9000 -5.91444e-02  6.967e-02  4.179e-03   3.3e-05  2.5e-06  2.4e+04  6.0e+01
  9010 -5.94831e-02  6.933e-02  4.165e-03   3.3e-05  2.5e-06  2.4e+04  5.9e+01
  9020 -5.98388e-02  6.898e-02  4.149e-03   3.3e-05  2.5e-06  2.4e+04  7.7e+01
  9030 -6.02037e-02  6.862e-02  4.133e-03   3.3e-05  2.5e-06  2.4e+04  5.4e+01
  9040 -6.05558e-02  6.828e-02  4.118e-03   3.3e-05  2.5e-06  2.4e+04  5.4e+01
  9050 -6.09168e-02  6.792e-02  4.102e-03   3.2e-05  2.5e-06  2.4e+04  6.7e+01
  9060 -6.12923e-02  6.756e-02  4.085e-03   3.2e-05  2.5e-06  2.4e+04  6.2e+01
  9070 -6.16672e-02  6.719e-02  4.068e-03   3.2e-05  2.5e-06  2.4e+04  4.8e+01
  9080 -6.20391e-02  6.683e-02  4.052e-03   3.2e-05  2.5e-06  2.4e+04  5.9e+01
  9090 -6.24207e-02  6.646e-02  4.035e-03   3.2e-05  2.5e-06  2.4e+04  6.0e+01
  9100 -6.28156e-02  6.607e-02  4.017e-03   3.2e-05  2.5e-06  2.4e+04  5.5e+01
  9110 -6.32190e-02  6.568e-02  3.999e-03   3.1e-05  2.5e-06  2.4e+04  5.1e+01
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  9120 -6.36103e-02  6.530e-02  3.981e-03   3.1e-05  2.5e-06  2.4e+04  5.9e+01
  9130 -6.40065e-02  6.492e-02  3.963e-03   3.1e-05  2.5e-06  2.4e+04  6.1e+01
  9140 -6.44292e-02  6.452e-02  3.944e-03   3.1e-05  2.5e-06  2.4e+04  4.5e+01
  9150 -6.48271e-02  6.413e-02  3.926e-03   3.1e-05  2.5e-06  2.4e+04  5.7e+01
  9160 -6.52165e-02  6.376e-02  3.908e-03   3.0e-05  2.5e-06  2.4e+04  7.3e+01
  9170 -6.56732e-02  6.332e-02  3.888e-03   3.0e-05  2.5e-06  2.4e+04  6.1e+01
  9180 -6.60918e-02  6.293e-02  3.868e-03   3.0e-05  2.5e-06  2.4e+04  4.4e+01
  9190 -6.65034e-02  6.253e-02  3.849e-03   3.0e-05  2.5e-06  2.4e+04  6.2e+01
  9200 -6.69335e-02  6.213e-02  3.829e-03   3.0e-05  2.5e-06  2.4e+04  6.4e+01
  9210 -6.73655e-02  6.172e-02  3.809e-03   2.9e-05  2.5e-06  2.4e+04  5.4e+01
  9220 -6.78007e-02  6.131e-02  3.789e-03   2.9e-05  2.5e-06  2.4e+04  4.6e+01
  9230 -6.82255e-02  6.091e-02  3.769e-03   2.9e-05  2.5e-06  2.4e+04  5.7e+01
  9240 -6.86641e-02  6.050e-02  3.748e-03   2.9e-05  2.5e-06  2.4e+04  5.6e+01
  9250 -6.91130e-02  6.008e-02  3.727e-03   2.9e-05  2.5e-06  2.4e+04  4.6e+01
  9260 -6.95491e-02  5.968e-02  3.706e-03   2.8e-05  2.5e-06  2.4e+04  3.9e+01
  9270 -6.99563e-02  5.930e-02  3.687e-03   2.8e-05  2.5e-06  2.4e+04  5.1e+01
  9280 -7.03958e-02  5.889e-02  3.666e-03   2.8e-05  2.5e-06  2.5e+04  6.2e+01
  9290 -7.08365e-02  5.849e-02  3.645e-03   2.8e-05  2.5e-06  2.5e+04  4.5e+01
  9300 -7.12548e-02  5.811e-02  3.624e-03   2.8e-05  2.5e-06  2.5e+04  4.7e+01
  9310 -7.16869e-02  5.771e-02  3.603e-03   2.8e-05  2.5e-06  2.5e+04  5.8e+01
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  9320 -7.21289e-02  5.731e-02  3.582e-03   2.7e-05  2.5e-06  2.5e+04  4.7e+01
  9330 -7.25653e-02  5.692e-02  3.560e-03   2.7e-05  2.5e-06  2.5e+04  4.1e+01
  9340 -7.29986e-02  5.653e-02  3.539e-03   2.7e-05  2.5e-06  2.5e+04  4.8e+01
  9350 -7.34149e-02  5.615e-02  3.518e-03   2.7e-05  2.5e-06  2.5e+04  5.4e+01
  9360 -7.38574e-02  5.576e-02  3.496e-03   2.7e-05  2.5e-06  2.5e+04  5.2e+01
  9370 -7.42838e-02  5.538e-02  3.475e-03   2.6e-05  2.5e-06  2.5e+04  3.8e+01
  9380 -7.46832e-02  5.502e-02  3.455e-03   2.6e-05  2.5e-06  2.5e+04  4.5e+01
  9390 -7.51036e-02  5.465e-02  3.433e-03   2.6e-05  2.5e-06  2.5e+04  5.3e+01
  9400 -7.55456e-02  5.427e-02  3.411e-03   2.6e-05  2.5e-06  2.5e+04  4.5e+01
  9410 -7.59529e-02  5.391e-02  3.390e-03   2.6e-05  2.5e-06  2.5e+04  4.2e+01
  9420 -7.63496e-02  5.357e-02  3.370e-03   2.6e-05  2.5e-06  2.5e+04  5.5e+01
  9430 -7.67662e-02  5.321e-02  3.348e-03   2.5e-05  2.5e-06  2.5e+04  5.9e+01
  9440 -7.71921e-02  5.284e-02  3.326e-03   2.5e-05  2.5e-06  2.5e+04  4.1e+01
  9450 -7.75781e-02  5.251e-02  3.306e-03   2.5e-05  2.5e-06  2.5e+04  4.6e+01
  9460 -7.79665e-02  5.218e-02  3.285e-03   2.5e-05  2.5e-06  2.5e+04  5.4e+01
  9470 -7.83706e-02  5.184e-02  3.264e-03   2.5e-05  2.5e-06  2.5e+04  5.1e+01
  9480 -7.87605e-02  5.151e-02  3.243e-03   2.5e-05  2.5e-06  2.5e+04  5.2e+01
  9490 -7.91423e-02  5.119e-02  3.223e-03   2.4e-05  2.5e-06  2.5e+04  4.1e+01
  9500 -7.95188e-02  5.087e-02  3.203e-03   2.4e-05  2.5e-06  2.5e+04  4.5e+01
  9510 -7.98779e-02  5.057e-02  3.183e-03   2.4e-05  2.5e-06  2.5e+04  5.7e+01
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  9520 -8.02485e-02  5.027e-02  3.163e-03   2.4e-05  2.5e-06  2.5e+04  5.1e+01
  9530 -8.06222e-02  4.996e-02  3.143e-03   2.4e-05  2.5e-06  2.5e+04  3.9e+01
  9540 -8.09692e-02  4.968e-02  3.124e-03   2.4e-05  2.5e-06  2.5e+04  5.1e+01
  9550 -8.13149e-02  4.940e-02  3.105e-03   2.4e-05  2.5e-06  2.5e+04  5.6e+01
  9560 -8.16720e-02  4.911e-02  3.085e-03   2.3e-05  2.5e-06  2.5e+04  4.0e+01
  9570 -8.20076e-02  4.884e-02  3.066e-03   2.3e-05  2.5e-06  2.5e+04  4.3e+01
  9580 -8.23267e-02  4.858e-02  3.048e-03   2.3e-05  2.5e-06  2.5e+04  5.3e+01
  9590 -8.26623e-02  4.831e-02  3.030e-03   2.3e-05  2.5e-06  2.5e+04  5.7e+01
  9600 -8.29816e-02  4.806e-02  3.012e-03   2.3e-05  2.5e-06  2.5e+04  4.8e+01
  9610 -8.32854e-02  4.782e-02  2.994e-03   2.3e-05  2.5e-06  2.5e+04  5.1e+01
  9620 -8.35983e-02  4.758e-02  2.976e-03   2.3e-05  2.5e-06  2.5e+04  6.4e+01
  9630 -8.39125e-02  4.733e-02  2.958e-03   2.3e-05  2.5e-06  2.5e+04  4.4e+01
  9640 -8.42162e-02  4.710e-02  2.941e-03   2.2e-05  2.5e-06  2.5e+04  3.8e+01
  9650 -8.44976e-02  4.688e-02  2.925e-03   2.2e-05  2.5e-06  2.5e+04  5.1e+01
  9660 -8.47724e-02  4.667e-02  2.909e-03   2.2e-05  2.5e-06  2.5e+04  6.3e+01
  9670 -8.50791e-02  4.643e-02  2.891e-03   2.2e-05  2.5e-06  2.5e+04  3.9e+01
  9680 -8.53560e-02  4.622e-02  2.875e-03   2.2e-05  2.5e-06  2.5e+04  3.8e+01
  9690 -8.56218e-02  4.602e-02  2.859e-03   2.2e-05  2.5e-06  2.5e+04  6.1e+01
  9700 -8.58912e-02  4.582e-02  2.843e-03   2.2e-05  2.5e-06  2.5e+04  5.4e+01
  9710 -8.61504e-02  4.563e-02  2.827e-03   2.2e-05  2.5e-06  2.5e+04  4.3e+01
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  9720 -8.64027e-02  4.544e-02  2.812e-03   2.2e-05  2.5e-06  2.5e+04  4.7e+01
  9730 -8.66447e-02  4.526e-02  2.798e-03   2.2e-05  2.5e-06  2.5e+04  6.0e+01
  9740 -8.68905e-02  4.508e-02  2.783e-03   2.2e-05  2.5e-06  2.5e+04  4.8e+01
  9750 -8.71232e-02  4.491e-02  2.769e-03   2.1e-05  2.5e-06  2.5e+04  5.3e+01
  9760 -8.73494e-02  4.474e-02  2.755e-03   2.1e-05  2.5e-06  2.5e+04  5.6e+01
  9770 -8.75768e-02  4.457e-02  2.742e-03   2.1e-05  2.4e-06  2.5e+04  5.8e+01
  9780 -8.77963e-02  4.441e-02  2.728e-03   2.1e-05  2.4e-06  2.5e+04  5.0e+01
  9790 -8.80104e-02  4.426e-02  2.715e-03   2.1e-05  2.4e-06  2.5e+04  4.3e+01
  9800 -8.82104e-02  4.412e-02  2.703e-03   2.1e-05  2.4e-06  2.5e+04  6.4e+01
  9810 -8.84174e-02  4.397e-02  2.690e-03   2.1e-05  2.4e-06  2.5e+04  6.6e+01
  9820 -8.86196e-02  4.382e-02  2.677e-03   2.1e-05  2.4e-06  2.5e+04  5.2e+01
  9830 -8.88096e-02  4.369e-02  2.666e-03   2.1e-05  2.4e-06  2.5e+04  5.0e+01
  9840 -8.90001e-02  4.355e-02  2.654e-03   2.1e-05  2.4e-06  2.5e+04  6.3e+01
  9850 -8.91899e-02  4.342e-02  2.642e-03   2.1e-05  2.4e-06  2.5e+04  6.5e+01
  9860 -8.93732e-02  4.329e-02  2.630e-03   2.1e-05  2.4e-06  2.5e+04  5.5e+01
  9870 -8.95535e-02  4.316e-02  2.619e-03   2.1e-05  2.4e-06  2.5e+04  5.4e+01
  9880 -8.97176e-02  4.304e-02  2.609e-03   2.1e-05  2.4e-06  2.5e+04  7.6e+01
  9890 -8.98906e-02  4.292e-02  2.598e-03   2.0e-05  2.4e-06  2.5e+04  5.8e+01
  9900 -9.00586e-02  4.280e-02  2.587e-03   2.0e-05  2.4e-06  2.5e+04  4.7e+01
  9910 -9.02125e-02  4.270e-02  2.577e-03   2.0e-05  2.4e-06  2.5e+04  6.6e+01
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  9920 -9.03631e-02  4.259e-02  2.568e-03   2.0e-05  2.4e-06  2.5e+04  7.2e+01
  9930 -9.05153e-02  4.249e-02  2.558e-03   2.0e-05  2.4e-06  2.5e+04  5.8e+01
  9940 -9.06643e-02  4.238e-02  2.549e-03   2.0e-05  2.4e-06  2.5e+04  5.0e+01
  9950 -9.08008e-02  4.229e-02  2.540e-03   2.0e-05  2.4e-06  2.5e+04  6.4e+01
  9960 -9.09433e-02  4.219e-02  2.531e-03   2.0e-05  2.4e-06  2.5e+04  7.4e+01
  9970 -9.10853e-02  4.209e-02  2.522e-03   2.0e-05  2.4e-06  2.5e+04  5.9e+01
  9980 -9.12155e-02  4.200e-02  2.513e-03   2.0e-05  2.4e-06  2.5e+04  6.0e+01
  9990 -9.13387e-02  4.191e-02  2.505e-03   2.0e-05  2.4e-06  2.5e+04  7.9e+01
 10000 -9.14686e-02  4.182e-02  2.497e-03   2.0e-05  2.3e-06  2.5e+04  6.4e+01
 10010 -9.15942e-02  4.174e-02  2.489e-03   2.0e-05  2.3e-06  2.5e+04  5.0e+01
 10020 -9.17048e-02  4.166e-02  2.482e-03   2.0e-05  2.3e-06  2.5e+04  6.7e+01
 10030 -9.18255e-02  4.158e-02  2.474e-03   2.0e-05  2.3e-06  2.5e+04  7.1e+01
 10040 -9.19413e-02  4.150e-02  2.467e-03   2.0e-05  2.3e-06  2.5e+04  6.9e+01
 10050 -9.20501e-02  4.142e-02  2.460e-03   2.0e-05  2.3e-06  2.6e+04  6.0e+01
 10060 -9.21573e-02  4.135e-02  2.453e-03   2.0e-05  2.3e-06  2.6e+04  6.3e+01
 10070 -9.22570e-02  4.128e-02  2.446e-03   2.0e-05  2.3e-06  2.6e+04  8.6e+01
 10080 -9.23634e-02  4.121e-02  2.439e-03   2.0e-05  2.3e-06  2.6e+04  8.6e+01
 10090 -9.24625e-02  4.114e-02  2.433e-03   2.0e-05  2.3e-06  2.6e+04  7.8e+01
 10100 -9.25608e-02  4.107e-02  2.427e-03   2.0e-05  2.3e-06  2.6e+04  6.9e+01
 10110 -9.26607e-02  4.100e-02  2.420e-03   2.0e-05  2.3e-06  2.6e+04  8.8e+01
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
 10120 -9.27542e-02  4.093e-02  2.414e-03   2.0e-05  2.3e-06  2.6e+04  7.4e+01
 10130 -9.28490e-02  4.087e-02  2.408e-03   2.0e-05  2.3e-06  2.6e+04  6.2e+01
 10140 -9.29318e-02  4.081e-02  2.402e-03   1.9e-05  2.3e-06  2.6e+04  8.2e+01
 10150 -9.30161e-02  4.075e-02  2.397e-03   1.9e-05  2.3e-06  2.6e+04  1.0e+02
 10160 -9.31054e-02  4.069e-02  2.391e-03   1.9e-05  2.3e-06  2.6e+04  7.0e+01
 10170 -9.31859e-02  4.063e-02  2.386e-03   1.9e-05  2.3e-06  2.6e+04  7.1e+01
 10180 -9.32667e-02  4.058e-02  2.381e-03   1.9e-05  2.3e-06  2.6e+04  9.8e+01
 10190 -9.33468e-02  4.052e-02  2.376e-03   1.9e-05  2.3e-06  2.6e+04  1.1e+02
 10200 -9.34269e-02  4.046e-02  2.370e-03   1.9e-05  2.3e-06  2.6e+04  7.6e+01
 10210 -9.35028e-02  4.041e-02  2.366e-03   1.9e-05  2.3e-06  2.6e+04  6.5e+01
 10220 -9.35744e-02  4.036e-02  2.361e-03   1.9e-05  2.3e-06  2.6e+04  1.0e+02
 10230 -9.36476e-02  4.030e-02  2.356e-03   1.9e-05  2.3e-06  2.6e+04  1.1e+02
 10240 -9.37214e-02  4.025e-02  2.352e-03   1.9e-05  2.3e-06  2.6e+04  7.8e+01
 10250 -9.37906e-02  4.020e-02  2.347e-03   1.9e-05  2.3e-06  2.6e+04  8.2e+01
 10260 -9.38593e-02  4.015e-02  2.343e-03   1.9e-05  2.3e-06  2.6e+04  9.2e+01
 10270 -9.39258e-02  4.010e-02  2.338e-03   1.9e-05  2.3e-06  2.6e+04  1.2e+02
 10280 -9.39910e-02  4.006e-02  2.334e-03   1.9e-05  2.3e-06  2.6e+04  8.9e+01
 10290 -9.40540e-02  4.001e-02  2.330e-03   1.9e-05  2.3e-06  2.6e+04  9.8e+01
 10300 -9.41191e-02  3.996e-02  2.326e-03   1.9e-05  2.3e-06  2.6e+04  9.8e+01
 10310 -9.41826e-02  3.992e-02  2.322e-03   1.9e-05  2.3e-06  2.6e+04  1.0e+02
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
 10320 -9.42451e-02  3.987e-02  2.318e-03   1.9e-05  2.3e-06  2.6e+04  7.9e+01
 10330 -9.43026e-02  3.983e-02  2.315e-03   1.9e-05  2.2e-06  2.6e+04  1.0e+02
 10340 -9.43616e-02  3.978e-02  2.311e-03   1.9e-05  2.2e-06  2.6e+04  1.2e+02
 10350 -9.44221e-02  3.974e-02  2.307e-03   1.9e-05  2.2e-06  2.6e+04  8.6e+01
 10360 -9.44778e-02  3.969e-02  2.303e-03   1.9e-05  2.2e-06  2.6e+04  9.1e+01
 10370 -9.45317e-02  3.965e-02  2.300e-03   1.9e-05  2.2e-06  2.6e+04  1.2e+02
 10380 -9.45875e-02  3.961e-02  2.297e-03   1.9e-05  2.2e-06  2.6e+04  1.0e+02
 10390 -9.46454e-02  3.957e-02  2.293e-03   1.9e-05  2.2e-06  2.6e+04  7.4e+01
 10400 -9.46955e-02  3.953e-02  2.290e-03   1.9e-05  2.2e-06  2.6e+04  1.0e+02
 10410 -9.47489e-02  3.949e-02  2.287e-03   1.9e-05  2.2e-06  2.6e+04  1.1e+02
 10420 -9.48047e-02  3.944e-02  2.283e-03   1.9e-05  2.2e-06  2.6e+04  9.2e+01
 10430 -9.48567e-02  3.940e-02  2.280e-03   1.9e-05  2.2e-06  2.6e+04  8.5e+01
 10440 -9.49061e-02  3.936e-02  2.277e-03   1.9e-05  2.2e-06  2.6e+04  1.0e+02
 10450 -9.49565e-02  3.932e-02  2.274e-03   1.9e-05  2.2e-06  2.6e+04  1.1e+02
 10460 -9.50079e-02  3.928e-02  2.271e-03   1.9e-05  2.2e-06  2.6e+04  9.1e+01
 10470 -9.50556e-02  3.924e-02  2.268e-03   1.9e-05  2.2e-06  2.6e+04  1.1e+02
 10480 -9.51049e-02  3.920e-02  2.265e-03   1.9e-05  2.2e-06  2.6e+04  1.4e+02
 10490 -9.51556e-02  3.916e-02  2.262e-03   1.9e-05  2.2e-06  2.6e+04  9.9e+01
 10500 -9.52021e-02  3.912e-02  2.259e-03   1.9e-05  2.2e-06  2.6e+04  9.9e+01
 10510 -9.52499e-02  3.909e-02  2.256e-03   1.9e-05  2.2e-06  2.6e+04  1.2e+02
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
 10520 -9.52992e-02  3.905e-02  2.253e-03   1.9e-05  2.2e-06  2.6e+04  1.1e+02
 10530 -9.53470e-02  3.901e-02  2.250e-03   1.9e-05  2.2e-06  2.6e+04  8.5e+01
 10540 -9.53940e-02  3.897e-02  2.247e-03   1.9e-05  2.2e-06  2.6e+04  9.6e+01
 10550 -9.54433e-02  3.893e-02  2.244e-03   1.9e-05  2.2e-06  2.6e+04  1.1e+02
 10560 -9.54903e-02  3.889e-02  2.242e-03   1.9e-05  2.2e-06  2.6e+04  9.9e+01
 10570 -9.55372e-02  3.885e-02  2.239e-03   1.9e-05  2.2e-06  2.6e+04  8.2e+01
 10580 -9.55836e-02  3.881e-02  2.236e-03   1.9e-05  2.2e-06  2.6e+04  1.1e+02
 10590 -9.56313e-02  3.877e-02  2.233e-03   1.9e-05  2.2e-06  2.6e+04  1.2e+02
 10600 -9.56772e-02  3.873e-02  2.231e-03   1.8e-05  2.2e-06  2.6e+04  9.2e+01
 10610 -9.57223e-02  3.869e-02  2.228e-03   1.8e-05  2.2e-06  2.6e+04  1.0e+02
 10620 -9.57683e-02  3.865e-02  2.225e-03   1.8e-05  2.2e-06  2.6e+04  1.3e+02
 10630 -9.58145e-02  3.861e-02  2.223e-03   1.8e-05  2.2e-06  2.6e+04  1.2e+02
 10640 -9.58624e-02  3.856e-02  2.220e-03   1.8e-05  2.2e-06  2.6e+04  1.0e+02
 10650 -9.59066e-02  3.853e-02  2.217e-03   1.8e-05  2.2e-06  2.6e+04  1.3e+02
 10660 -9.59535e-02  3.848e-02  2.215e-03   1.8e-05  2.2e-06  2.6e+04  1.1e+02
 10670 -9.59999e-02  3.844e-02  2.212e-03   1.8e-05  2.2e-06  2.6e+04  1.1e+02
 10680 -9.60469e-02  3.840e-02  2.209e-03   1.8e-05  2.2e-06  2.6e+04  9.4e+01
 10690 -9.60924e-02  3.836e-02  2.207e-03   1.8e-05  2.2e-06  2.6e+04  1.3e+02
 10700 -9.61414e-02  3.831e-02  2.204e-03   1.8e-05  2.2e-06  2.6e+04  1.2e+02
 10710 -9.61887e-02  3.827e-02  2.201e-03   1.8e-05  2.2e-06  2.6e+04  9.4e+01
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
 10720 -9.62352e-02  3.823e-02  2.199e-03   1.8e-05  2.2e-06  2.6e+04  1.1e+02
 10730 -9.62828e-02  3.819e-02  2.196e-03   1.8e-05  2.2e-06  2.6e+04  1.2e+02
 10740 -9.63332e-02  3.814e-02  2.193e-03   1.8e-05  2.2e-06  2.6e+04  9.6e+01
 10750 -9.63810e-02  3.809e-02  2.190e-03   1.8e-05  2.2e-06  2.6e+04  9.2e+01
 10760 -9.64274e-02  3.805e-02  2.188e-03   1.8e-05  2.2e-06  2.6e+04  1.2e+02
 10770 -9.64770e-02  3.800e-02  2.185e-03   1.8e-05  2.2e-06  2.6e+04  1.2e+02
 10780 -9.65271e-02  3.796e-02  2.182e-03   1.8e-05  2.2e-06  2.6e+04  8.8e+01
 10790 -9.65767e-02  3.791e-02  2.180e-03   1.8e-05  2.2e-06  2.6e+04  9.0e+01
 10800 -9.66252e-02  3.787e-02  2.177e-03   1.8e-05  2.2e-06  2.6e+04  1.2e+02
 10810 -9.66763e-02  3.782e-02  2.174e-03   1.8e-05  2.2e-06  2.6e+04  1.1e+02
 10820 -9.67303e-02  3.777e-02  2.171e-03   1.8e-05  2.2e-06  2.6e+04  9.1e+01
 10830 -9.67804e-02  3.772e-02  2.168e-03   1.8e-05  2.2e-06  2.6e+04  9.8e+01
 10840 -9.68325e-02  3.767e-02  2.166e-03   1.8e-05  2.2e-06  2.6e+04  1.1e+02
 10850 -9.68874e-02  3.761e-02  2.163e-03   1.8e-05  2.2e-06  2.6e+04  1.0e+02
 10860 -9.69442e-02  3.756e-02  2.159e-03   1.8e-05  2.2e-06  2.7e+04  8.6e+01
 10870 -9.69978e-02  3.751e-02  2.157e-03   1.8e-05  2.2e-06  2.7e+04  1.0e+02
 10880 -9.70530e-02  3.745e-02  2.154e-03   1.8e-05  2.2e-06  2.7e+04  1.2e+02
 10890 -9.71098e-02  3.740e-02  2.150e-03   1.8e-05  2.2e-06  2.7e+04  8.5e+01
 10900 -9.71673e-02  3.734e-02  2.147e-03   1.8e-05  2.2e-06  2.7e+04  8.9e+01
 10910 -9.72239e-02  3.729e-02  2.144e-03   1.8e-05  2.2e-06  2.7e+04  1.2e+02
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
 10920 -9.72844e-02  3.723e-02  2.141e-03   1.8e-05  2.2e-06  2.7e+04  1.2e+02
 10930 -9.73447e-02  3.717e-02  2.138e-03   1.8e-05  2.2e-06  2.7e+04  8.0e+01
 10940 -9.74033e-02  3.711e-02  2.135e-03   1.8e-05  2.2e-06  2.7e+04  1.1e+02
 10950 -9.74634e-02  3.705e-02  2.131e-03   1.8e-05  2.2e-06  2.7e+04  1.3e+02
 10960 -9.75306e-02  3.698e-02  2.128e-03   1.8e-05  2.2e-06  2.7e+04  9.4e+01
 10970 -9.75940e-02  3.692e-02  2.124e-03   1.8e-05  2.2e-06  2.7e+04  7.5e+01
 10980 -9.76554e-02  3.686e-02  2.121e-03   1.8e-05  2.2e-06  2.7e+04  1.0e+02
 10990 -9.77202e-02  3.679e-02  2.118e-03   1.8e-05  2.2e-06  2.7e+04  1.1e+02
 11000 -9.77894e-02  3.672e-02  2.114e-03   1.8e-05  2.2e-06  2.7e+04  8.5e+01
 11010 -9.78556e-02  3.666e-02  2.111e-03   1.8e-05  2.2e-06  2.7e+04  7.6e+01
 11020 -9.79252e-02  3.659e-02  2.107e-03   1.7e-05  2.2e-06  2.7e+04  8.0e+01
 11030 -9.79956e-02  3.652e-02  2.103e-03   1.7e-05  2.2e-06  2.7e+04  9.6e+01
 11040 -9.80724e-02  3.644e-02  2.099e-03   1.7e-05  2.2e-06  2.7e+04  7.3e+01
 11050 -9.81454e-02  3.636e-02  2.095e-03   1.7e-05  2.2e-06  2.7e+04  8.0e+01
 11060 -9.82161e-02  3.629e-02  2.091e-03   1.7e-05  2.2e-06  2.7e+04  9.6e+01
 11070 -9.82952e-02  3.621e-02  2.087e-03   1.7e-05  2.2e-06  2.7e+04  8.3e+01
 11080 -9.83717e-02  3.613e-02  2.083e-03   1.7e-05  2.2e-06  2.7e+04  8.0e+01
 11090 -9.84485e-02  3.606e-02  2.079e-03   1.7e-05  2.2e-06  2.7e+04  1.0e+02
 11100 -9.85296e-02  3.597e-02  2.075e-03   1.7e-05  2.2e-06  2.7e+04  1.1e+02
 11110 -9.86146e-02  3.589e-02  2.070e-03   1.7e-05  2.2e-06  2.7e+04  7.7e+01
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
 11120 -9.86962e-02  3.580e-02  2.066e-03   1.7e-05  2.2e-06  2.7e+04  7.3e+01
 11130 -9.87786e-02  3.572e-02  2.062e-03   1.7e-05  2.2e-06  2.7e+04  7.9e+01
 11140 -9.88610e-02  3.564e-02  2.057e-03   1.7e-05  2.2e-06  2.7e+04  9.1e+01
 11150 -9.89529e-02  3.554e-02  2.052e-03   1.7e-05  2.1e-06  2.7e+04  7.5e+01
 11160 -9.90406e-02  3.545e-02  2.048e-03   1.7e-05  2.1e-06  2.7e+04  6.9e+01
 11170 -9.91276e-02  3.536e-02  2.043e-03   1.7e-05  2.1e-06  2.7e+04  7.9e+01
 11180 -9.92191e-02  3.527e-02  2.038e-03   1.7e-05  2.1e-06  2.7e+04  9.1e+01
